id,team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
175,hofstra,1981,ECC,0.429,63.5,Bill Regan,22,0,8.9,0.375,0,0,0.304,2.3,0.1,0.7,0.8,0.6,1.4,Dick Berg 
176,clemson,1981,ACC,0.5,69.6,Bill Ross,27,1,14.8,0.527,0,0,0.607,2.8,0.8,0.3,0.3,0.8,5.6,Bill C. Foster 
177,princeton,1981,Ivy,0.5,51.8,Bill Ryan,25,25,33.6,0.465,0,0,0.875,2.9,3.6,2.5,0,3.2,6.1,Pete Carril 
178,pepperdine,1981,WCAC,0.759,80.9,Bill Sadler,25,22,30.6,0.517,0,0,0.695,6,2.5,0.6,0.4,2.5,12.4,Jim Harrick 
179,auburn,1981,SEC,0.5,69.1,Bill Sawyer,1,0,1,0,0,0,0,1,0,0,0,0,0,Sonny Smith 
180,oklahoma-state,1981,Big 8,0.556,71.4,Bill Self,24,2,11.2,0.425,0,0,0.778,0.8,1,0.3,0.1,1.1,3.2,Paul Hansen 
181,bowling-green-state,1981,MAC,0.621,74.2,Bill Szabo,29,1,0,0.423,0,0,0.8,1.7,0.5,0.2,0.1,0.7,3.8,John Weinert 
182,notre-dame,1981,Ind,0.37,59.6,Bill Varner,26,25,34.8,0.475,0,0,0.717,6.2,1.5,1,0.5,0,10,Digger Phelps 
183,st-johns-ny,1981,Big East,0.7,70.1,Bill Wennington,30,0,16.8,0.435,0,0,0.676,4.2,0.1,0.3,1.2,0.7,3.2,Lou Carnesecca 
184,nevada,1981,Big Sky,0.679,79.2,Billy Allen,28,28,35.1,0.451,0,0,0.777,2.1,8.6,1.4,0,3.1,11.5,Sonny Allen 
185,william-mary,1981,ECACS,0.571,62.6,Billy Barnes,28,0,0,0.491,0,0,0.556,4.4,4.6,1.9,0.3,2.8,8.7,Bruce Parkhill 
186,st-johns-ny,1981,Big East,0.7,70.1,Billy Goodwin,30,30,33,0.515,0,0,0.728,5.5,2.7,1.2,0.1,2.6,14.7,Lou Carnesecca 
187,colorado,1981,Big 8,0.407,69,Billy Houston,27,0,14.1,0.461,0,0,0.759,1.4,1.1,0.6,0.1,1.1,6.8,Tom Apke 
188,arizona-state,1981,Pac-10,0.481,65.3,Billy Jordan,17,0,10.8,0.423,0,0,0.545,1.7,0.3,0.5,0.2,0.9,2.9,Ned Wulk 
189,saint-marys-ca,1981,WCAC,0.407,71.2,Billy Knox,25,21,26.1,0.481,0,0,0.511,4.1,1.8,1.5,0.2,2.6,8.8,Bill Oates 
190,old-dominion,1981,ECACS,0.6,68.9,Billy Mann,30,30,33.8,0.401,0,0,0.772,3.6,3,0.7,0.1,2.2,11.2,Paul Webb 
191,eastern-kentucky,1981,OVC,0.192,62.2,Billy Moment,4,0,12.3,0.286,0,0,0.5,0,3.3,0.8,0,1.3,1.3,Max Good 
192,manhattan,1981,MAAC,0.407,61.9,Billy Mulderry,7,0,2.7,0,0,0,0,0,0.1,0,0,0.4,0,Gordon Chiesa 
193,eastern-kentucky,1981,OVC,0.192,62.2,Billy Rieser,16,0,10.8,0.327,0,0,0.833,1.3,0.5,0.4,0.1,0.6,2.6,Max Good 
194,duquesne,1981,EAA,0.407,65.7,Billy Searles,25,23,20.4,0.421,0,0,0.629,3.6,0.7,0.4,0.3,1.5,7.7,Mike Rice 
195,colorado,1981,Big 8,0.407,69,Billy Thompson,13,0,3.6,0.6,0,0,0.846,0.8,0.2,0.2,0,0.5,1.8,Tom Apke 
196,louisiana-tech,1981,Southland,0.407,61.9,Billy Wright,11,0,0,0.679,0,0,0.563,1.4,0,0,0,0,4.3,Andy Russo 
197,gonzaga,1981,WCAC,0.556,64.9,Blair Anderson,26,0,8.1,0.4,0,0,0.556,1.4,0.3,0.2,0,0.7,1.8,Jay Hillock 
198,oregon,1981,Pac-10,0.333,74.4,Blair Rasmussen,27,27,19.3,0.475,0,0,0.736,4.8,0.5,0.7,0.7,1.9,6.4,Jim Haney 
199,southeastern-louisiana,1981,Ind,0.593,68.2,Bo Bo McNair,26,0,0,0.459,0,0,0.709,2.8,1.4,0,0,0,7,Ken Fortenberry 
200,kentucky,1981,SEC,0.733,73.3,Bo Lanter,13,0,3.5,0.571,0,0,1,0.4,0,0.2,0,0.3,1.5,Joe B. Hall 
201,oklahoma,1981,Big 8,0.667,75.4,Bo Overton,32,18,25.9,0.462,0,0,0.816,2.1,4.5,1,0,2.3,7.2,Billy Tubbs 
202,ball-state,1981,MAC,0.607,69.9,Bob Albertson,13,0,6.2,0.533,0,0,0.667,0.8,0.2,0.2,0,0.5,1.7,Steve Yoder 
203,air-force,1981,WAC,0.296,51.1,Bob Blackmon,1,0,4,0,0,0,0,0,0,0,0,0,0,Hank Egan 
204,cal-state-fullerton,1981,PCAA,0.563,65.3,Bob Boothe,8,0,1.3,0,0,0,1,0.1,0,0.1,0,0.1,0.3,George McQuarn 
205,fairfield,1981,MAAC,0.379,66.9,Bob Brown,10,0,3.1,0.3,0,0,0.778,1.3,0.2,0.1,0,0.2,1.3,Terry OConnor 
206,brigham-young,1981,WAC,0.567,62.8,Bob Capener,23,0,8.9,0.459,0,0,0.529,0.6,0.7,0.5,0.1,1,2.8,Frank Arnold 
207,iona,1981,MAAC,0.727,74.1,Bob Coleman,33,32,23.6,0.612,0,0,0.716,5.2,0.5,0.3,0.2,1.8,8.7,Pat Kennedy 
208,utah-state,1981,PCAA,0.148,67.4,Bob DeMarco,19,3,10.5,0.364,0,0,0.675,1,1.5,0.2,0,1.4,3.5,Rod Tueller 
209,james-madison,1981,ECACS,0.8,62.2,Bob Donohoe,17,12,10.3,0.439,0,0,0.5,1.6,0.1,0.1,0,0.8,2.4,Lou Campanelli 
210,harvard,1981,Ivy,0.423,68.5,Bob Ferry,26,0,0,0.529,0,0,0.823,2.8,2.1,0,0,0,10.5,Frank McLaughlin 
211,saint-francis-pa,1981,ECACM,0.231,71.3,Bob Goodney,11,0,5.7,0.556,0,0,0.2,1.5,0,0.3,0.1,0.5,2.9,Dave Magarity 
212,northwestern,1981,Big Ten,0.296,59.6,Bob Grady,27,27,30.6,0.515,0,0,0.575,6.3,0.8,0.6,0.6,0,9.2,Rich Falk 
213,green-bay,1981,Ind,0.519,57.2,Bob Hann,27,0,32.3,0.453,0,0,0.695,6.9,1.8,0,0.8,0,8.1,Dave Buss 
214,iowa,1981,Big Ten,0.724,65.4,Bob Hansen,25,0,0,0.494,0,0,0.699,4.1,0,1.1,0.3,0,12,Lute Olson 
215,st-johns-ny,1981,Big East,0.7,70.1,Bob Kelly,30,30,33.1,0.442,0,0,0.485,2,4.6,1.4,0,2.2,3.9,Lou Carnesecca 
216,wyoming,1981,WAC,0.767,62.8,Bob Ladouceur,9,0,8.9,0.316,0,0,0.333,1.8,1.4,0,0.2,0.9,1.6,Jim Brandenburg 
217,dartmouth,1981,Ivy,0.269,55.3,Bob Luby,7,0,0,0.25,0,0,0.75,0.4,0,0.1,0,0,0.7,Tim Cohane 
218,manhattan,1981,MAAC,0.407,61.9,Bob Maguire,15,0,9.4,0.409,0,0,0.6,1.3,0,0.1,0,0.6,1.4,Gordon Chiesa 
219,wagner,1981,ECACM,0.154,67.2,Bob Mahala,23,0,0,0.442,0,0,0.775,2.7,0,0,0,0,13.3,P.J. Carlesimo 
220,utica,1981,Ind,0.154,57.2,Bob Mastro,26,0,0,0.466,0,0,0.471,1.8,0,0,0,0,7.4,Larry Costello 
221,harvard,1981,Ivy,0.423,68.5,Bob McCabe,18,0,0,0.531,0,0,0.636,2.1,0.2,0,0,0,2.3,Frank McLaughlin 
222,saint-louis,1981,Metro,0.222,65.4,Bob Mueller,26,0,0,0.409,0,0,0.806,3.2,1.3,0,0,1.6,3,Ron Ekker 
223,california,1981,Pac-10,0.519,66.9,Bob Owen,17,0,6.5,0.412,0,0,0.286,0.4,0.4,0.2,0,0.5,0.9,Dick Kuchen 
224,northeastern,1981,ECACN,0.767,69.8,Bob Phillips,23,0,8.3,0.588,0,0,0.583,1.4,0.1,0,0,0,1.2,Jim Calhoun 
225,baltimore,1981,ECACM,0.536,63.9,Bob Pierce,26,0,0,0.434,0,0,0.76,3,0,0,0,0,6.3,Frank Szymanski 
226,air-force,1981,WAC,0.296,51.1,Bob Sallis,25,6,16.8,0.342,0,0,0.375,1.4,1.5,0.4,0,0,2.4,Hank Egan 
227,loyola-md,1981,ECACM,0.407,65.3,Bob Selby,27,0,0,0.498,0,0,0.685,4.6,0,0,0,0,13,Bill Burke 
228,san-diego-state,1981,WAC,0.69,73,Bob Vieira,0,0,0,0,0,0,0,0,0,0,0,0,0,Smokey Gaines 
229,cincinnati,1981,Metro,0.556,68.9,Bobby Austin,27,26,32.4,0.464,0,0,0.852,3.1,1.8,0.6,0.1,1.3,13.3,Ed Badger 
230,massachusetts,1981,EAA,0.259,60.5,Bobby Braun,15,0,17.8,0.491,0,0,0.556,3.2,0,0,0,0,4.3,Tom McLaughlin 
231,fresno-state,1981,PCAA,0.9,59.6,Bobby Davis,30,0,28,0.485,0,0,0.703,3.5,1.9,0.6,0.4,1.2,8,Tiny Grant 
232,san-francisco,1981,WCAC,0.806,81.5,Bobby Giron,10,0,2.8,0.5,0,0,0.556,0.1,0.6,0.1,0,0.3,0.9,Peter Barry 
233,alcorn-state,1981,SWAC,0.733,80.3,Bobby Goodin,21,0,6.7,0.48,0,0,0.68,2,0.3,0,0,0.7,3.1,Davey Whitney 
234,hawaii,1981,WAC,0.63,69,Bobby Hancock,27,26,28,0.461,0,0,0.738,4.4,0.6,0,0,1.6,10.3,Larry Little 
235,florida-am,1981,MEAC,0.37,64.2,Bobby Harper,27,0,0,0.365,0,0,0.556,2.8,0,0,0,0,4,Josh Giles 
236,fairfield,1981,MAAC,0.379,66.9,Bobby Hurt,15,15,33.1,0.405,0,0,0.692,2.5,2.9,2.1,0,2.7,8.7,Terry OConnor 
237,georgia-southern,1981,A-Sun,0.519,62.3,Bobby Jahn,24,0,0,0.457,0,0,0.667,1.4,0,0,0,0,5.3,Frank Kerns 
238,mississippi-valley-state,1981,SWAC,0.231,70.6,Bobby Jenkins,21,0,0,0.469,0,0,0.765,5,0,0,0,0,7.7,Pop Gaines 
239,louisiana-monroe,1981,A-Sun,0.633,76.2,Bobby Joe Douglas,28,1,17.6,0.485,0,0,0.796,1.2,2.3,0.7,0,1.4,7.1,Mike Vining 
240,western-kentucky,1981,OVC,0.655,67.4,Bobby Jones,29,27,26.1,0.519,0,0,0.711,2,3.3,1.1,0,2.1,10.9,Clem Haskins 
241,alabama,1981,SEC,0.774,76.6,Bobby Lee Hurt,31,0,0,0.618,0,0,0.591,5.5,0.4,0,0,0,10.2,Wimp Sanderson 
242,florida-state,1981,Metro,0.393,73.9,Bobby Miles,22,0,12.2,0.41,0,0,0.727,1.5,0.2,0.1,0.1,0,1.8,Joe Williams 
243,memphis,1981,Metro,0.828,75.3,Bobby Parks,29,0,33.1,0.56,0,0,0.787,5.6,2,0.9,0.5,1.9,11.4,Dana Kirk 
244,charlotte,1981,Sun Belt,0.556,72.6,Bobby Potts,27,27,35.9,0.462,0,0,0.817,6,1.4,1.3,0,0,20.9,Mike Pratt 
245,jacksonville,1981,Sun Belt,0.519,76.2,Bobby Stovall,11,0,8.4,0.424,0,0,0.545,1,0.2,0.2,0,0.7,3.1,Bob Wenzel 
246,tulane,1981,Metro,0.679,66.6,Bobby Thompson,6,0,0,0,0,0,0.625,0.5,0.7,0,0,0.2,0.8,Ned Fowler 
247,rice,1981,SWC,0.5,66.9,Bobby Tudor,30,0,33.1,0.468,0,0,0.718,2.4,2.4,1.3,0.2,1.3,6.7,Tommy Suitts 
248,texas-southern,1981,SWAC,0.724,83.8,Booker Jones,19,0,0,0.424,0,0,0.88,2.5,0.3,0.2,0.1,0,3.8,Robert Moreland 
249,pepperdine,1981,WCAC,0.759,80.9,Boot Bond,29,29,32.9,0.568,0,0,0.872,3.4,3.2,1,0.3,2.1,18.3,Jim Harrick 
250,charleston-southern,1981,Ind,0.5,62.2,Boyzie Perry,25,0,0,0.475,0,0,0.881,1,0,0,0,0,6.8,Phil Carter 
251,columbia,1981,Ivy,0.615,55.4,Brad Brown,26,0,11.4,0.588,0,0,0.5,0.6,0.6,0.2,0,0,1.7,Buddy Mahar 
252,south-florida,1981,Sun Belt,0.607,64.2,Brad Currelly,14,0,4.3,0.7,0,0,0.333,0.7,0.1,0.1,0.1,0.5,1.1,Lee Rose 
253,illinois-state,1981,MVC,0.586,66.4,Brad Duncan,23,0,4.1,0.4,0,0,0.938,0.4,0.5,0.3,0,0.2,1.9,Bob Donewald 
254,new-mexico,1981,WAC,0.5,70.6,Brad Evangleho,24,0,9.1,0.493,0,0,0.481,1.5,0.8,0.3,0,1.5,3.8,Gary Colson 
255,arkansas,1981,SWC,0.793,70.8,Brad Friess,28,0,24.1,0.536,0,0,0.429,2.3,2.2,0.8,0.3,1.7,4.1,Eddie Sutton 
256,army,1981,MAAC,0.185,53.5,Brad Greene,24,14,27.3,0.496,0,0,0.796,5.6,0.6,0.6,0.2,0,9.3,Pete Gaudet 
257,colorado,1981,Big 8,0.407,69,Brad Helms,7,0,2.6,0.6,0,0,1,0.3,0,0,0,0.4,1.4,Tom Apke 
258,south-carolina,1981,Ind,0.483,73.3,Brad Jergenson,29,22,24.8,0.528,0,0,0.708,3.9,0.9,0.3,0.2,1.7,8.1,Bill E. Foster 
259,evansville,1981,MW City,0.793,71.8,Brad Leaf,29,29,32,0.536,0,0,0.811,4.3,2.3,1.1,0.2,1.9,17.6,Dick Walters 
260,oklahoma-state,1981,Big 8,0.556,71.4,Brad Livingstone,26,4,12.5,0.474,0,0,0.632,2,0.2,0.4,0.3,0.7,3.3,Paul Hansen 
261,washington-state,1981,Pac-10,0.533,58.6,Brad Ness,30,0,18.7,0.452,0,0,0.485,0.7,1.1,0.4,0,1.7,4.6,George Raveling 
262,west-chester,1981,ECC,0.481,70.1,Brad Pensyl,26,0,0,0.44,0,0,0.653,5.2,0,0,0,0,10.6,Earl Voss 
263,mississippi,1981,SEC,0.6,59.5,Brad Pierce,24,0,14.1,0.5,0,0,0.585,1,1.2,0.5,0,0,4.2,Bob Weltlich 
264,hawaii,1981,WAC,0.63,69,Brad Pineau,25,2,11.8,0.404,0,0,0.611,2.2,0.2,0,0,0.6,2.1,Larry Little 
265,toledo,1981,MAC,0.577,75.8,Brad Rieger,24,0,7.9,0.425,0,0,0.621,0.8,1.3,0.3,0,0,2.2,Bob Nichols 
266,wisconsin,1981,Big Ten,0.222,64.3,Brad Sellers,27,27,35.7,0.476,0,0,0.657,9.4,1.3,0.8,1.9,2.4,14,Bill Cofield 
267,loyola-marymount,1981,WCAC,0.111,74,Brad Todd,22,0,10,0.455,0,0,0.882,1.4,0.1,0.2,0.1,0.7,1.6,Ed Goorjian 
268,washington,1981,Pac-10,0.655,67,Brad Watson,29,0,35.5,0.52,0,0,0.833,4.7,2.1,0.9,0.2,1.9,10.5,Marv Harshman 
269,stetson,1981,Ind,0.444,70.5,Brad Weston,27,0,0,0.477,0,0,0.776,2.4,5.4,1.2,0,0,8,Glenn Wilkes 
270,ucla,1981,Pac-10,0.778,70.7,Brad Wright,10,0,3.3,0.533,0,0,0.6,2,0.1,0.2,0.1,0.2,1.9,Larry Farmer 
271,saint-marys-ca,1981,WCAC,0.407,71.2,Brandon Bennett,27,2,21.8,0.384,0,0,0.667,3.7,1.7,0.3,0.2,1.3,4.4,Bill Oates 
272,william-mary,1981,ECACS,0.571,62.6,Brant Weidner,28,0,0,0.481,0,0,0.754,4.9,0.6,0.4,0.9,1.3,8,Bruce Parkhill 
273,north-carolina-at,1981,MEAC,0.679,70.1,Brend Mitchell,4,0,0,0.2,0,0,0.5,1,0,0.3,0.5,0,0.8,Don Corbett 
274,fordham,1981,MAAC,0.621,64.3,Brendan Pierson,0,0,0,0,0,0,0,0,0,0,0,0,0,Tommy Penders 
275,northern-iowa,1981,Ind,0.444,61.1,Brent Carmichael,27,0,0,0.396,0,0,0.722,4.4,0,0,0,0,10.6,Jim Berry 
276,columbia,1981,Ivy,0.615,55.4,Brent Giddens,9,0,2.8,0,0,0,0,0.3,0,0,0,0,0,Buddy Mahar 
277,la-salle,1981,ECC,0.552,71.5,Brent Hagwood,29,0,0,0.364,0,0,0.698,4.2,0.2,0,0.5,0,6.4,Lefty Ervin 
278,arizona-state,1981,Pac-10,0.481,65.3,Brent Jones,21,0,10.3,0.333,0,0,0.75,1.7,0.4,0.3,0.1,0.7,2.6,Ned Wulk 
279,air-force,1981,WAC,0.296,51.1,Bret Nyander,2,0,4.5,0.5,0,0,0,2,0.5,0,0,0,1,Hank Egan 
280,boston-university,1981,ECACN,0.679,73,Brett Brown,28,17,29.3,0.418,0,0,0.776,1.2,5.1,1.6,0,1.9,7.3,Rick Pitino 
281,depaul,1981,Ind,0.929,77.7,Brett Burkholder,19,3,6.7,0.478,0,0,0.222,1.4,0.2,0.2,0.2,0.6,1.3,Ray Meyer 
282,nebraska,1981,Big 8,0.571,63.1,Brett Hughes,12,0,4.6,0.222,0,0,0.333,0.3,0.4,0.3,0,0.3,0.8,Moe Iba 
283,oregon-state,1981,Pac-10,0.833,69.6,Brett Starr,5,0,1.4,0,0,0,0.5,0.4,0.2,0,0,0,0.2,Ralph Miller 
284,drexel,1981,ECC,0.633,67.6,Brian Anderson,22,0,0,0.491,0,0,0.579,2,0,0,0,0,3,Eddie Burke 
285,delaware,1981,ECC,0.346,60.3,Brian Angielski,21,0,10,0.489,0,0,0.467,2,0,0.2,0.2,0.5,2.4,Ron Rainey 
286,north-carolina-at,1981,MEAC,0.679,70.1,Brian Booker,18,0,0,0.409,0,0,0.842,0.3,0.2,0.2,0,0.3,1.9,Don Corbett 
287,connecticut,1981,Big East,0.607,67.7,Brian Buckelew,11,0,4,0.308,0,0,0.4,0.5,0,0.1,0.1,0.5,0.9,Dom Perno 
288,dartmouth,1981,Ivy,0.269,55.3,Brian Burke,24,0,0,0.49,0,0,0.862,5.2,0.7,1.5,0,0,9.9,Tim Cohane 
289,texas-christian,1981,SWC,0.552,68.1,Brian Christensen,27,25,27,0.512,0,0,0.72,5.6,1.2,0,0.2,1.3,6.8,Jim Killingsworth 
290,lehigh,1981,ECC,0.346,62.7,Brian Collins,26,0,31.3,0.598,0,0,0.744,5,1.8,0.9,1.1,2.3,10.5,Brian Hill 
291,penn-state,1981,Ind,0.556,61.4,Brian Dean,24,0,12.8,0.45,0,0,0.84,3,0.7,0.4,0,1.8,5,Dick Harter 
292,weber-state,1981,Big Sky,0.536,69.7,Brian Devincenzi,28,0,17.2,0.505,0,0,0.54,4,0.6,0.1,0.2,1.3,4.8,Neil McCarthy 
293,bucknell,1981,ECC,0.259,62.1,Brian DeWitt,5,0,5.4,0,0,0,0.333,0.4,0.4,0.2,0,0,0.4,Charles Woollum 
294,rutgers,1981,EAA,0.667,59.2,Brian Ellerbe,30,0,0,0.438,0,0,0.75,3,3.2,0.8,0.1,0,8,Tom Young 
295,portland,1981,WCAC,0.63,65.6,Brian Fundingsland,23,0,4.6,0.417,0,0,0.636,0.2,0.4,0.3,0,0.3,1.5,Jack Avina 
296,northeastern,1981,ECACN,0.767,69.8,Brian Hickey,6,0,1.8,1,0,0,0,0.2,0.2,0,0,0,0.3,Jim Calhoun 
297,georgia-tech,1981,ACC,0.385,59.4,Brian Howard,25,21,33.7,0.533,0,0,0.744,1.9,2.5,0.8,0,2.6,7,Bobby Cremins 
298,valparaiso,1981,Ind,0.333,67.5,Brian Hubbard,27,0,0,0.429,0,0,0.556,3.7,0,0,0,0,11.9,Tom Smith 
299,idaho,1981,Big Sky,0.9,71.3,Brian Kellerman,30,30,36.9,0.528,0,0,0.7,3,4.4,1.8,0.3,2.1,12.5,Don Monson 
300,lamar,1981,Southland,0.759,70,Brian Kellybrew,29,28,32.7,0.591,0,0,0.645,6.3,3.7,1,0.3,1.9,10.3,Pat Foster 
301,louisiana-state,1981,SEC,0.5,67.9,Brian Kistler,12,0,3.8,0.375,0,0,0.818,0.9,0.1,0.1,0,0,1.3,Dale Brown 
302,loyola-il,1981,MW City,0.586,78.8,Brian Liston,25,10,14.2,0.477,0,0,0.775,1.7,0.4,0.4,0,1.2,5.4,Gene Sullivan 
303,kansas,1981,Big 8,0.481,66.3,Brian Martin,25,3,15.6,0.474,0,0,0.68,3.2,0.2,0.2,0.7,0,3.6,Ted Owens 
304,montana,1981,Big Sky,0.63,65.4,Brian Morris,23,8,18,0.381,0,0,0.794,1.8,0.8,0.3,0.1,1.7,6.1,Mike Montgomery 
305,marquette,1981,Ind,0.719,69.9,Brian Nyenhuis,31,5,18.6,0.537,0,0,0.5,4.6,0.6,0.4,0.5,0,4.2,Hank Raymonds 
306,toledo,1981,MAC,0.577,75.8,Brian Roth,0,0,0,0,0,0,0,0,0,0,0,0,0,Bob Nichols 
307,davidson,1981,Southern,0.483,61.4,Brian Rowan,29,0,0,0.543,0,0,0.691,4,0,0,0,0,6.8,Bobby Hussey 
308,siena,1981,ECACM,0.536,70.2,Brian Smith,20,5,14.5,0.417,0,0,0.5,1.4,0.9,0.7,0,0.8,3.5,Bill Kirsch 
309,murray-state,1981,OVC,0.714,64.6,Brian Stewart,27,0,28.6,0.438,0,0,0.576,1.7,2.7,0,0,2.3,7.8,Ronald Greene 
310,stanford,1981,Pac-10,0.259,66.9,Brian Welch,27,26,34,0.48,0,0,0.747,4.2,2,0.7,0.1,0,12,Dick DiBiaso 
311,illinois-chicago,1981,Ind,0.519,68.6,Brian Wilson,25,0,0,0.431,0,0,0.571,3,0,0,0,0,4.8,Tom Meyer 
312,manhattan,1981,MAAC,0.407,61.9,Brinton Huggins,26,0,13,0.549,0,0,0.754,2.5,0.3,0.3,0.3,1.2,6.2,Gordon Chiesa 
313,arizona,1981,Pac-10,0.333,64.1,Brock Brunkhorst,24,12,19.3,0.33,0,0,0.75,0.8,2.8,0.5,0.2,2.3,3.2,Fred Snowden 
314,georgia-tech,1981,ACC,0.385,59.4,Brook Steppe,25,0,0,0.532,0,0,0.736,5.4,0,0,0,0,17.8,Bobby Cremins 
315,youngstown-state,1981,OVC,0.308,64,Bruce Alexander,2,2,43,0.571,0,0,1,4,1.5,3,0.5,2.5,12.5,Dom Rosselli 
316,duquesne,1981,EAA,0.407,65.7,Bruce Atkins,27,27,33.4,0.524,0,0,0.649,10.4,2,0.4,0.3,3.6,16.1,Mike Rice 
317,washington,1981,Pac-10,0.655,67,Bruce Barge,20,0,5.3,0.356,0,0,0.579,0,0.2,0.1,0,0.4,2.2,Marv Harshman 
318,boise-state,1981,Big Sky,0.462,74.5,Bruce Bolden,26,23,26.7,0.491,0,0,0.622,6.6,1.6,1.2,0.9,2.2,5.4,Dave Leach 
319,north-carolina-at,1981,MEAC,0.679,70.1,Bruce Caine,12,0,0,0.389,0,0,0.571,1.1,0.3,0.3,0,0.3,1.5,Don Corbett 
320,marist,1981,ECACM,0.462,77.3,Bruce Johnson,26,0,0,0.431,0,0,0.714,2.5,0,0,0,0,7.7,Ron Petro 
321,northern-illinois,1981,MAC,0.533,67.8,Bruce Johnson,20,0,0,0.5,0,0,0.545,0.8,0.1,0,0,0,0.9,John McDougal 
322,minnesota,1981,Big Ten,0.793,68,Bruce Knupe,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Dutcher 
323,connecticut,1981,Big East,0.607,67.7,Bruce Kuczenski,28,4,16.9,0.418,0,0,0.587,3.3,0.4,0.4,0.5,0.9,3.7,Dom Perno 
324,oklahoma,1981,Big 8,0.667,75.4,Bruce Lee,4,0,6.8,1,0,0,0.714,1.3,0,0,0,0,2.3,Billy Tubbs 
325,long-beach-state,1981,PCAA,0.429,68,Bruce Mccree,22,0,10.7,0.27,0,0,0.375,1,1.1,0,0,0,1,Tex Winter 
326,eastern-kentucky,1981,OVC,0.192,62.2,Bruce Mitchell,21,0,13.2,0.42,0,0,0.714,1.6,1,0.1,0,1.3,6.2,Max Good 
327,mississippi-state,1981,SEC,0.296,49.5,Bruce Moore,12,0,6.9,0.364,0,0,0,0.5,0.2,0,0,0,1.3,Bob Boyd 
328,east-carolina,1981,ECACS,0.37,64,Bruce Peartree,25,13,18.9,0.494,0,0,0.691,1.4,1.5,0.6,0.2,2.2,8.3,Dave Odom 
329,nicholls-state,1981,Ind,0.231,64.6,Bruce Smith,23,0,0,0.418,0,0,0.534,3.1,0,0,0,0,4.7,Gordon Stauffer 
330,texas-am,1981,SWC,0.645,72.2,Bruce Sooter,3,0,3.7,0.833,0,0,0,0.3,0,0.3,0,0.7,3.3,Shelby Metcalf 
331,tulsa,1981,MVC,0.8,79.5,Bruce Vanley,30,24,24.7,0.608,0,0,0.653,5.7,0.3,0.7,0.8,1.9,11.4,Nolan Richardson 
332,louisiana-monroe,1981,A-Sun,0.633,76.2,Bruce Williams,30,2,16.3,0.528,0,0,0.52,2.9,0.5,0.6,0.1,1.3,6.8,Mike Vining 
333,portland,1981,WCAC,0.63,65.6,Bryan Beard,25,0,19.1,0.5,0,0,0.609,3.4,0.3,0.2,1,1.2,6.7,Jack Avina 
334,canisius,1981,ECACN,0.704,74.6,Bryan Carver,24,12,17,0.605,0,0,0.619,4.1,0.5,0.4,0.2,0.8,4.6,Nick Macarchuk 
335,illinois,1981,Big Ten,0.621,66,Bryan Leonard,29,29,21.7,0.412,0,0,0.639,3.8,1.7,0.4,0.5,1.3,4,Lou Henson 
336,georgia-southern,1981,A-Sun,0.519,62.3,Bryan Norwood,27,0,0,0.508,0,0,0.731,3.6,0,0,0,0,9.2,Frank Kerns 
337,western-kentucky,1981,OVC,0.655,67.4,Bryan Teater,10,0,3.4,0,0,0,0.167,0.3,0.3,0,0,0.5,0.1,Clem Haskins 
338,oregon,1981,Pac-10,0.333,74.4,Bryan Trendell,17,0,5.3,0.308,0,0,1,0.3,0.2,0.2,0,0.4,1.1,Jim Haney 
339,houston,1981,SWC,0.758,81.4,Bryan Williams,22,0,7.5,0.611,0,0,0.5,2,0.2,0.4,0.2,1,2.2,Guy Lewis 
340,appalachian-state,1981,Southern,0.423,62.7,Bryant Hunt,23,0,8.4,0.444,0.453,0,0.714,0.9,0.5,0.2,0,1,3,Kevin Cantwell 
341,mississippi-valley-state,1981,SWAC,0.231,70.6,Bryant Johnson,25,0,0,0.502,0,0,0.728,11.5,0,0,0,0,15.5,Pop Gaines 
342,ohio-state,1981,Big Ten,0.677,62.2,Bryant Johnson,27,1,7.7,0.459,0,0,0.444,1.2,0.1,0.3,0.1,0.3,1.4,Eldon Miller 
343,gonzaga,1981,WCAC,0.556,64.9,Bryce McPhee,27,0,31.6,0.5,0,0,0.696,4,2.8,0.8,0.1,2,7.2,Jay Hillock 
344,campbell,1981,Ind,0.407,61.4,Bryce Robertson,6,0,0,0.486,0,0,0.435,3,0,0,0,0,7.7,Danny Roberts 
345,texas-tech,1981,SWC,0.607,73.4,Bubba Jennings,3,3,25,0.542,0,0,1,0.3,4.7,2.3,0,2.7,11,Gerald Myers 
346,memphis,1981,Metro,0.828,75.3,Bubba Luckett,14,0,4.1,0.516,0,0,0.667,0.2,0.1,0.1,0,0.2,2.7,Dana Kirk 
347,boston-college,1981,Big East,0.688,77.8,Burnett Adams,32,4,12.6,0.577,0,0,0.571,2.3,0.3,0.3,1.3,1,4.9,Tom Davis 
348,boise-state,1981,Big Sky,0.462,74.5,Buster Whitney,17,0,6.8,0.222,0,0,0.6,0.9,0.2,0.3,0.3,0.3,0.9,Dave Leach 
349,yale,1981,Ivy,0.5,66.2,Butch Graves,25,0,33.7,0.526,0,0,0.737,3.6,2.4,0,0,0,18.6,Ray Carazo 
